Flight Number,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Dom Intl Flag,Total Cargo Weight Leg (Kgs),Total Mail Weight Leg (Kgs)
AI0010,VTCID,DEL,AMD,D,0.0,0.0
AI0010,VTCIF,DEL,AMD,D,1.0,0.0
AI0010,VTEXA,DEL,AMD,D,1361.0,0.0
AI0010,VTEXB,DEL,AMD,D,1090.0,0.0
AI0010,VTEXD,DEL,AMD,D,788.0,0.0
AI0010,VTEXE,DEL,AMD,D,1175.0,0.0
AI0010,VTEXM,DEL,AMD,D,269.0,0.0
AI0010,VTPPB,DEL,AMD,D,1230.0,0.0
AI0010,VTPPD,DEL,AMD,D,2.0,0.0
AI0010,VTPPG,DEL,AMD,D,90.0,0.0
AI0010,VTPPT,DEL,AMD,D,318.0,0.0
AI0011,VTCID,AMD,DEL,D,0.0,0.0
AI0011,VTCIF,AMD,DEL,D,0.0,0.0
AI0011,VTCIO,AMD,DEL,D,0.0,0.0
AI0011,VTEXA,AMD,DEL,D,3.0,0.0
AI0011,VTEXB,AMD,DEL,D,230.0,0.0
AI0011,VTEXD,AMD,DEL,D,817.0,0.0
AI0011,VTEXE,AMD,DEL,D,159.0,0.0
AI0011,VTEXM,AMD,DEL,D,326.0,0.0
AI0011,VTPPB,AMD,DEL,D,55.0,0.0
AI0011,VTPPD,AMD,DEL,D,0.0,0.0
AI0011,VTPPG,AMD,DEL,D,2.0,0.0
AI0011,VTPPT,AMD,DEL,D,0.0,0.0
AI0013,VTEXA,DEL,AMD,D,1669.0,0.0
AI0013,VTEXB,DEL,AMD,D,2194.0,557.0
AI0013,VTEXC,DEL,AMD,D,0.0,0.0
AI0013,VTEXD,DEL,AMD,D,1733.0,0.0
AI0013,VTEXE,DEL,AMD,D,774.0,0.0
AI0013,VTPPB,DEL,AMD,D,904.0,0.0
AI0013,VTPPD,DEL,AMD,D,297.0,0.0
AI0013,VTPPF,DEL,AMD,D,600.0,0.0
AI0013,VTPPH,DEL,AMD,D,394.0,0.0
AI0013,VTPPT,DEL,AMD,D,416.0,0.0
AI0013,VTPPV,DEL,AMD,D,1320.0,0.0
AI0013,VTSCH,DEL,AMD,D,727.0,0.0
AI0013,VTSCI,DEL,AMD,D,1298.0,0.0
AI0013,VTSCK,DEL,AMD,D,0.0,0.0
AI0013,VTSCP,DEL,AMD,D,521.0,0.0
AI0014,VTEXA,AMD,DEL,D,0.0,0.0
AI0014,VTEXB,AMD,DEL,D,0.0,0.0
AI0014,VTEXC,AMD,DEL,D,0.0,0.0
AI0014,VTEXD,AMD,DEL,D,0.0,0.0
AI0014,VTEXE,AMD,DEL,D,0.0,0.0
AI0014,VTPPB,AMD,DEL,D,0.0,0.0
AI0014,VTPPD,AMD,DEL,D,0.0,0.0
AI0014,VTPPF,AMD,DEL,D,0.0,0.0
AI0014,VTPPH,AMD,DEL,D,0.0,0.0
AI0014,VTPPT,AMD,DEL,D,0.0,0.0
AI0014,VTPPV,AMD,DEL,D,0.0,0.0
AI0014,VTSCH,AMD,DEL,D,0.0,0.0
AI0014,VTSCI,AMD,DEL,D,0.0,0.0
AI0014,VTSCK,AMD,DEL,D,0.0,0.0
AI0014,VTSCP,AMD,DEL,D,0.0,0.0
AI0016,VTEDF,DEL,ATQ,D,0.0,0.0
AI0016,VTEXD,DEL,ATQ,D,7.0,0.0
AI0016,VTEXH,DEL,ATQ,D,130.0,0.0
AI0016,VTPPB,DEL,ATQ,D,75.0,0.0
AI0016,VTPPD,DEL,ATQ,D,0.0,0.0
AI0016,VTPPE,DEL,ATQ,D,0.0,0.0
AI0016,VTPPF,DEL,ATQ,D,159.0,0.0
AI0016,VTPPG,DEL,ATQ,D,0.0,0.0
AI0016,VTPPH,DEL,ATQ,D,135.0,0.0
AI0016,VTPPI,DEL,ATQ,D,23.0,0.0
AI0016,VTPPK,DEL,ATQ,D,125.0,0.0
AI0016,VTPPM,DEL,ATQ,D,215.0,58.0
AI0016,VTPPO,DEL,ATQ,D,0.0,0.0
AI0016,VTPPQ,DEL,ATQ,D,0.0,50.0
AI0016,VTPPV,DEL,ATQ,D,9.0,51.0
AI0018,VTPPB,AMD,DEL,D,1077.0,0.0
AI0018,VTPPD,AMD,DEL,D,3594.0,0.0
AI0018,VTPPE,AMD,DEL,D,3380.0,0.0
AI0018,VTPPF,AMD,DEL,D,1344.0,0.0
AI0018,VTPPG,AMD,DEL,D,2980.0,0.0
AI0018,VTPPH,AMD,DEL,D,1846.0,0.0
AI0018,VTPPK,AMD,DEL,D,1416.0,0.0
AI0018,VTPPQ,AMD,DEL,D,1784.0,0.0
AI0018,VTPPT,AMD,DEL,D,7091.0,0.0
AI0018,VTPPV,AMD,DEL,D,4746.0,0.0
AI0019,VTPPB,DEL,AMD,D,1972.0,0.0
AI0019,VTPPD,DEL,AMD,D,3358.0,0.0
AI0019,VTPPE,DEL,AMD,D,3085.0,0.0
AI0019,VTPPF,DEL,AMD,D,3150.0,0.0
AI0019,VTPPG,DEL,AMD,D,1032.0,0.0
AI0019,VTPPH,DEL,AMD,D,0.0,0.0
AI0019,VTPPK,DEL,AMD,D,2159.0,0.0
AI0019,VTPPQ,DEL,AMD,D,864.0,0.0
AI0019,VTPPT,DEL,AMD,D,11403.0,0.0
AI0019,VTPPV,DEL,AMD,D,9366.0,0.0
AI0020,VTALJ,DEL,CCU,D,14667.0,566.0
AI0020,VTALP,DEL,CCU,D,6673.0,0.0
AI0020,VTALQ,DEL,CCU,D,1634.0,0.0
AI0020,VTANA,DEL,CCU,D,7171.0,0.0
AI0020,VTANC,DEL,CCU,D,3609.0,225.0
AI0020,VTAND,DEL,CCU,D,6223.0,0.0
AI0020,VTANE,DEL,CCU,D,3002.0,0.0
AI0020,VTANG,DEL,CCU,D,4230.0,0.0
AI0020,VTANK,DEL,CCU,D,0.0,0.0
AI0020,VTANL,DEL,CCU,D,10577.0,1496.0
AI0020,VTANN,DEL,CCU,D,7255.0,0.0
AI0020,VTANQ,DEL,CCU,D,11777.0,0.0
AI0020,VTANR,DEL,CCU,D,16186.0,0.0
AI0020,VTANS,DEL,CCU,D,3068.0,0.0
AI0020,VTANT,DEL,CCU,D,3424.0,0.0
AI0020,VTANV,DEL,CCU,D,2470.0,0.0
AI0020,VTANW,DEL,CCU,D,0.0,0.0
AI0020,VTNAA,DEL,CCU,D,4209.0,2941.0
AI0021,VTANA,CCU,DEL,D,1980.0,0.0
AI0021,VTANB,CCU,DEL,D,4294.0,0.0
AI0021,VTANC,CCU,DEL,D,1032.0,0.0
AI0021,VTAND,CCU,DEL,D,1923.0,0.0
AI0021,VTANE,CCU,DEL,D,0.0,0.0
AI0021,VTANG,CCU,DEL,D,1518.0,0.0
AI0021,VTANH,CCU,DEL,D,3374.0,0.0
AI0021,VTANL,CCU,DEL,D,4138.0,0.0
AI0021,VTANP,CCU,DEL,D,0.0,0.0
AI0021,VTANQ,CCU,DEL,D,6596.0,0.0
AI0021,VTANR,CCU,DEL,D,3284.0,0.0
AI0021,VTANW,CCU,DEL,D,0.0,0.0
AI0021,VTANY,CCU,DEL,D,2861.0,0.0
AI0021,VTANZ,CCU,DEL,D,2281.0,0.0
AI0021,VTNAA,CCU,DEL,D,5813.0,0.0
AI0021,VTNAC,CCU,DEL,D,2499.0,0.0
AI0022,VTEXH,DEL,CCU,D,1124.0,0.0
AI0022,VTEXL,DEL,CCU,D,0.0,0.0
AI0022,VTPPB,DEL,CCU,D,2327.0,0.0
AI0022,VTPPD,DEL,CCU,D,3055.0,0.0
AI0022,VTPPE,DEL,CCU,D,1345.0,0.0
AI0022,VTPPF,DEL,CCU,D,882.0,0.0
AI0022,VTPPG,DEL,CCU,D,1886.0,0.0
AI0022,VTPPH,DEL,CCU,D,0.0,0.0
AI0022,VTPPI,DEL,CCU,D,1428.0,0.0
AI0022,VTPPK,DEL,CCU,D,885.0,0.0
AI0022,VTPPM,DEL,CCU,D,3097.0,0.0
AI0022,VTPPO,DEL,CCU,D,5748.0,0.0
AI0022,VTPPQ,DEL,CCU,D,2905.0,0.0
AI0022,VTPPT,DEL,CCU,D,5612.0,0.0
AI0022,VTPPV,DEL,CCU,D,3919.0,0.0
AI0023,VTCID,CCU,DEL,D,371.0,0.0
AI0023,VTCIF,CCU,DEL,D,4645.0,0.0
AI0023,VTCIG,CCU,DEL,D,3891.0,0.0
AI0023,VTCIM,CCU,DEL,D,2272.0,0.0
AI0023,VTCIN,CCU,DEL,D,3011.0,0.0
AI0023,VTCIO,CCU,DEL,D,468.0,0.0
AI0023,VTCIQ,CCU,DEL,D,0.0,0.0
AI0023,VTEXI,CCU,DEL,D,2139.0,0.0
AI0023,VTEXJ,CCU,DEL,D,1270.0,0.0
AI0023,VTEXL,CCU,DEL,D,2311.0,0.0
AI0023,VTEXO,CCU,DEL,D,442.0,0.0
AI0023,VTEXQ,CCU,DEL,D,1066.0,0.0
AI0023,VTEXR,CCU,DEL,D,0.0,0.0
AI0023,VTEXT,CCU,DEL,D,1006.0,0.0
AI0023,VTEXU,CCU,DEL,D,2645.0,0.0
AI0023,VTEXV,CCU,DEL,D,1700.0,0.0
AI0023,VTPPE,CCU,DEL,D,1138.0,0.0
AI0023,VTPPF,CCU,DEL,D,2496.0,0.0
AI0024,VTCID,DEL,BOM,D,0.0,0.0
AI0024,VTCIF,DEL,BOM,D,0.0,0.0
AI0024,VTCIM,DEL,BOM,D,0.0,0.0
AI0024,VTCIN,DEL,BOM,D,0.0,0.0
AI0024,VTEXG,DEL,BOM,D,0.0,0.0
AI0024,VTEXS,DEL,BOM,D,0.0,0.0
AI0030,VTANB,AMD,BOM,D,2047.0,0.0
AI0030,VTANC,AMD,BOM,D,6341.0,0.0
AI0030,VTAND,AMD,BOM,D,27293.0,0.0
AI0030,VTANE,AMD,BOM,D,5262.0,0.0
AI0030,VTANG,AMD,BOM,D,1003.0,0.0
AI0030,VTANH,AMD,BOM,D,4807.0,0.0
AI0030,VTANI,AMD,BOM,D,2897.0,0.0
AI0030,VTANK,AMD,BOM,D,8501.0,0.0
AI0030,VTANN,AMD,BOM,D,0.0,0.0
AI0030,VTANP,AMD,BOM,D,632.0,0.0
AI0030,VTANR,AMD,BOM,D,9368.0,0.0
AI0030,VTANS,AMD,BOM,D,4519.0,0.0
AI0030,VTANT,AMD,BOM,D,21386.0,0.0
AI0030,VTANU,AMD,BOM,D,2199.0,0.0
AI0030,VTANV,AMD,BOM,D,10970.0,0.0
AI0030,VTANX,AMD,BOM,D,1856.0,0.0
AI0030,VTANZ,AMD,BOM,D,0.0,0.0
AI0031,VTANA,BOM,AMD,D,9761.0,0.0
AI0031,VTANB,BOM,AMD,D,7006.0,0.0
AI0031,VTANC,BOM,AMD,D,9046.0,0.0
AI0031,VTAND,BOM,AMD,D,9279.0,0.0
AI0031,VTANE,BOM,AMD,D,6373.0,0.0
AI0031,VTANG,BOM,AMD,D,6349.0,0.0
AI0031,VTANH,BOM,AMD,D,2908.0,0.0
AI0031,VTANI,BOM,AMD,D,4771.0,0.0
AI0031,VTANK,BOM,AMD,D,5517.0,0.0
AI0031,VTANN,BOM,AMD,D,2805.0,0.0
AI0031,VTANP,BOM,AMD,D,4590.0,0.0
AI0031,VTANR,BOM,AMD,D,880.0,0.0
AI0031,VTANS,BOM,AMD,D,6624.0,0.0
AI0031,VTANT,BOM,AMD,D,1705.0,0.0
AI0031,VTANV,BOM,AMD,D,1734.0,0.0
AI0031,VTANX,BOM,AMD,D,3461.0,0.0
AI0031,VTANZ,BOM,AMD,D,0.0,0.0
AI0031,VTNAA,BOM,AMD,D,2776.0,0.0
AI0033,VTCID,BOM,GOI,D,0.0,0.0
AI0033,VTCIG,BOM,GOI,D,0.0,0.0
AI0033,VTCIH,BOM,GOI,D,258.0,0.0
AI0033,VTCIN,BOM,GOI,D,0.0,0.0
AI0033,VTCIP,BOM,GOI,D,0.0,0.0
AI0033,VTCIQ,BOM,GOI,D,0.0,0.0
AI0033,VTEXH,BOM,GOI,D,0.0,0.0
AI0033,VTEXI,BOM,GOI,D,0.0,0.0
AI0033,VTEXJ,BOM,GOI,D,120.0,0.0
AI0033,VTEXK,BOM,GOI,D,0.0,0.0
AI0033,VTEXM,BOM,GOI,D,0.0,0.0
AI0033,VTEXP,BOM,GOI,D,0.0,0.0
AI0033,VTEXQ,BOM,GOI,D,0.0,0.0
AI0033,VTEXU,BOM,GOI,D,174.0,0.0
AI0033,VTEXV,BOM,GOI,D,0.0,0.0
AI0034,VTCID,GOI,BOM,D,0.0,0.0
AI0034,VTCIG,GOI,BOM,D,0.0,0.0
AI0034,VTCIH,GOI,BOM,D,0.0,0.0
AI0034,VTCIM,GOI,BOM,D,0.0,0.0
AI0034,VTCIN,GOI,BOM,D,0.0,0.0
AI0034,VTCIP,GOI,BOM,D,0.0,0.0
AI0034,VTCIQ,GOI,BOM,D,0.0,0.0
AI0034,VTEXH,GOI,BOM,D,0.0,0.0
AI0034,VTEXI,GOI,BOM,D,0.0,0.0
AI0034,VTEXJ,GOI,BOM,D,0.0,0.0
AI0034,VTEXK,GOI,BOM,D,0.0,0.0
AI0034,VTEXM,GOI,BOM,D,0.0,0.0
AI0034,VTEXP,GOI,BOM,D,0.0,0.0
AI0034,VTEXQ,GOI,BOM,D,0.0,0.0
AI0034,VTEXR,GOI,BOM,D,0.0,0.0
AI0034,VTEXS,GOI,BOM,D,0.0,0.0
AI0034,VTEXU,GOI,BOM,D,0.0,0.0
AI0034,VTEXV,GOI,BOM,D,0.0,0.0
AI0042,VTCID,DEL,MAA,D,5052.0,0.0
AI0042,VTCIG,DEL,MAA,D,7487.0,184.0
AI0042,VTCIN,DEL,MAA,D,9034.0,0.0
AI0042,VTCIP,DEL,MAA,D,2386.0,84.0
AI0042,VTCIQ,DEL,MAA,D,2777.0,0.0
AI0042,VTEXC,DEL,MAA,D,699.0,0.0
AI0042,VTEXF,DEL,MAA,D,2390.0,0.0
AI0042,VTEXG,DEL,MAA,D,2989.0,0.0
AI0042,VTEXL,DEL,MAA,D,0.0,0.0
AI0042,VTEXM,DEL,MAA,D,1339.0,0.0
AI0042,VTEXN,DEL,MAA,D,972.0,0.0
AI0042,VTEXO,DEL,MAA,D,3065.0,0.0
AI0042,VTEXP,DEL,MAA,D,2095.0,0.0
AI0042,VTEXQ,DEL,MAA,D,0.0,0.0
AI0042,VTEXR,DEL,MAA,D,4650.0,0.0
AI0042,VTEXT,DEL,MAA,D,5653.0,228.0
AI0042,VTEXU,DEL,MAA,D,3081.0,0.0
AI0042,VTPPE,DEL,MAA,D,3898.0,8.0
AI0042,VTPPF,DEL,MAA,D,2789.0,155.0
AI0042,VTPPK,DEL,MAA,D,3756.0,0.0
AI0042,VTPPO,DEL,MAA,D,4213.0,0.0
AI0043,VTCID,MAA,DEL,D,2778.0,61.0
AI0043,VTCIG,MAA,DEL,D,3383.0,335.0
AI0043,VTCIN,MAA,DEL,D,2261.0,134.0
AI0043,VTCIP,MAA,DEL,D,0.0,0.0
AI0043,VTEXC,MAA,DEL,D,1365.0,95.0
AI0043,VTEXF,MAA,DEL,D,0.0,217.0
AI0043,VTEXG,MAA,DEL,D,0.0,169.0
AI0043,VTEXJ,MAA,DEL,D,0.0,53.0
AI0043,VTEXL,MAA,DEL,D,0.0,0.0
AI0043,VTEXN,MAA,DEL,D,271.0,0.0
AI0043,VTEXO,MAA,DEL,D,1101.0,79.0
AI0043,VTEXP,MAA,DEL,D,551.0,160.0
AI0043,VTEXQ,MAA,DEL,D,0.0,0.0
AI0043,VTEXR,MAA,DEL,D,0.0,122.0
AI0043,VTEXT,MAA,DEL,D,884.0,62.0
AI0043,VTEXU,MAA,DEL,D,1075.0,67.0
AI0043,VTPPE,MAA,DEL,D,0.0,128.0
AI0043,VTPPF,MAA,DEL,D,150.0,0.0
AI0043,VTPPK,MAA,DEL,D,815.0,136.0
AI0043,VTPPO,MAA,DEL,D,0.0,170.0
AI0047,VTCIH,COK,DEL,D,0.0,0.0
AI0047,VTCIN,COK,DEL,D,345.0,751.0
AI0047,VTCIO,COK,DEL,D,0.0,81.0
AI0047,VTCIP,COK,DEL,D,212.0,118.0
AI0047,VTCIQ,COK,DEL,D,15.0,0.0
AI0047,VTEXF,COK,DEL,D,64.0,235.0
AI0047,VTEXG,COK,DEL,D,57.0,84.0
AI0047,VTEXH,COK,DEL,D,33.0,150.0
AI0047,VTEXJ,COK,DEL,D,376.0,242.0
AI0047,VTEXN,COK,DEL,D,3.0,394.0
AI0047,VTEXR,COK,DEL,D,77.0,196.0
AI0047,VTEXS,COK,DEL,D,1395.0,315.0
AI0047,VTEXT,COK,DEL,D,4.0,301.0
AI0048,VTPPB,COK,TRV,D,2534.0,24.0
AI0048,VTPPB,DEL,COK,D,13624.0,43.0
AI0048,VTPPE,COK,TRV,D,663.0,1534.0
AI0048,VTPPE,DEL,COK,D,8509.0,1534.0
AI0048,VTPPF,COK,TRV,D,640.0,0.0
AI0048,VTPPF,DEL,COK,D,5076.0,0.0
AI0048,VTPPG,COK,TRV,D,2195.0,30.0
AI0048,VTPPG,DEL,COK,D,10381.0,30.0
AI0048,VTPPI,COK,TRV,D,1163.0,0.0
AI0048,VTPPI,DEL,COK,D,9097.0,0.0
AI0048,VTPPK,COK,TRV,D,1137.0,1271.0
AI0048,VTPPK,DEL,COK,D,13230.0,1347.0
AI0048,VTPPM,COK,TRV,D,7.0,0.0
AI0048,VTPPM,DEL,COK,D,2347.0,0.0
AI0048,VTPPO,COK,TRV,D,725.0,0.0
AI0048,VTPPO,DEL,COK,D,7998.0,0.0
AI0048,VTPPQ,COK,TRV,D,601.0,0.0
AI0048,VTPPQ,DEL,COK,D,3066.0,0.0
AI0048,VTPPT,COK,TRV,D,270.0,11.0
AI0048,VTPPT,DEL,COK,D,2603.0,11.0
AI0048,VTPPV,COK,TRV,D,35.0,0.0
AI0048,VTPPV,DEL,COK,D,3327.0,0.0
AI0050,VTSCA,BOM,HYD,D,0.0,0.0
AI0050,VTSCF,BOM,HYD,D,125.0,0.0
AI0050,VTSCH,BOM,HYD,D,0.0,0.0
AI0050,VTSCJ,BOM,HYD,D,0.0,0.0
AI0050,VTSCK,BOM,HYD,D,0.0,0.0
AI0050,VTSCM,BOM,HYD,D,0.0,0.0
AI0050,VTSCO,BOM,HYD,D,0.0,0.0
AI0050,VTSCS,BOM,HYD,D,0.0,0.0
AI0050,VTSCV,BOM,HYD,D,0.0,0.0
AI0051,VTEXH,HYD,BOM,D,474.0,0.0
AI0051,VTSCF,HYD,BOM,D,487.0,0.0
AI0051,VTSCH,HYD,BOM,D,1486.0,0.0
AI0051,VTSCJ,HYD,BOM,D,1511.0,0.0
AI0051,VTSCK,HYD,BOM,D,183.0,0.0
AI0051,VTSCL,HYD,BOM,D,354.0,0.0
AI0051,VTSCM,HYD,BOM,D,982.0,0.0
AI0051,VTSCO,HYD,BOM,D,593.0,0.0
AI0051,VTSCP,HYD,BOM,D,0.0,0.0
AI0051,VTSCV,HYD,BOM,D,308.0,0.0
AI0054,VTCIP,BOM,COK,D,0.0,0.0
AI0054,VTSCF,BOM,COK,D,2076.0,0.0
AI0054,VTSCH,BOM,COK,D,1662.0,0.0
AI0054,VTSCJ,BOM,COK,D,0.0,0.0
AI0054,VTSCK,BOM,COK,D,1335.0,0.0
AI0054,VTSCL,BOM,COK,D,0.0,0.0
AI0054,VTSCM,BOM,COK,D,1393.0,0.0
AI0054,VTSCN,BOM,COK,D,0.0,0.0
AI0054,VTSCO,BOM,COK,D,1450.0,0.0
AI0054,VTSCP,BOM,COK,D,0.0,0.0
AI0054,VTSCS,BOM,COK,D,158.0,0.0
AI0054,VTSCV,BOM,COK,D,1260.0,0.0
AI0055,VTCID,COK,BOM,D,0.0,0.0
AI0055,VTCIE,COK,BOM,D,0.0,0.0
AI0055,VTCIG,COK,BOM,D,0.0,0.0
AI0055,VTCIH,COK,BOM,D,0.0,0.0
AI0055,VTCIM,COK,BOM,D,0.0,0.0
AI0055,VTCIN,COK,BOM,D,0.0,0.0
AI0055,VTCIP,COK,BOM,D,0.0,0.0
AI0055,VTCIQ,COK,BOM,D,0.0,0.0
AI0055,VTEXH,COK,BOM,D,0.0,0.0
AI0055,VTEXI,COK,BOM,D,0.0,0.0
AI0055,VTEXJ,COK,BOM,D,0.0,0.0
AI0055,VTEXK,COK,BOM,D,0.0,0.0
AI0055,VTEXL,COK,BOM,D,0.0,0.0
AI0055,VTEXM,COK,BOM,D,0.0,0.0
AI0055,VTEXN,COK,BOM,D,0.0,0.0
AI0055,VTEXO,COK,BOM,D,0.0,0.0
AI0055,VTEXP,COK,BOM,D,0.0,0.0
AI0055,VTEXS,COK,BOM,D,0.0,0.0
AI0055,VTPPJ,COK,BOM,D,0.0,0.0
AI0055,VTPPM,COK,BOM,D,0.0,0.0
AI0055,VTSCA,COK,BOM,D,0.0,0.0
AI0075,VTCIF,DEL,BBI,D,0.0,23.0
AI0075,VTCIH,DEL,BBI,D,1298.0,273.0
AI0075,VTCIN,DEL,BBI,D,919.0,178.0
AI0075,VTCIQ,DEL,BBI,D,50.0,14.0
AI0075,VTEDE,DEL,BBI,D,0.0,62.0
AI0075,VTEXD,DEL,BBI,D,22.0,59.0
AI0075,VTEXJ,DEL,BBI,D,1150.0,406.0
AI0075,VTEXL,DEL,BBI,D,151.0,50.0
AI0075,VTEXM,DEL,BBI,D,0.0,0.0
AI0075,VTEXO,DEL,BBI,D,1752.0,108.0
AI0075,VTEXQ,DEL,BBI,D,0.0,0.0
AI0075,VTEXR,DEL,BBI,D,544.0,209.0
AI0075,VTPPJ,DEL,BBI,D,3390.0,21.0
AI0075,VTPPQ,DEL,BBI,D,104.0,26.0
AI0075,VTPPT,DEL,BBI,D,0.0,0.0
AI0076,VTCIF,BBI,DEL,D,0.0,0.0
AI0076,VTCIH,BBI,DEL,D,4.0,0.0
AI0076,VTCIN,BBI,DEL,D,0.0,0.0
AI0076,VTCIQ,BBI,DEL,D,12.0,0.0
AI0076,VTEDE,BBI,DEL,D,23.0,0.0
AI0076,VTEXJ,BBI,DEL,D,0.0,0.0
AI0076,VTEXL,BBI,DEL,D,0.0,0.0
AI0076,VTEXM,BBI,DEL,D,0.0,0.0
AI0076,VTEXO,BBI,DEL,D,1.0,0.0
AI0076,VTEXQ,BBI,DEL,D,5.0,0.0
AI0076,VTEXR,BBI,DEL,D,0.0,0.0
AI0076,VTEXU,BBI,DEL,D,0.0,0.0
AI0076,VTPPE,BBI,DEL,D,0.0,0.0
AI0076,VTPPJ,BBI,DEL,D,4.0,0.0
AI0076,VTPPQ,BBI,DEL,D,0.0,0.0
AI0076,VTPPT,BBI,DEL,D,0.0,0.0
AI0077,VTCIE,DEL,BBI,D,1423.0,668.0
AI0077,VTCIF,DEL,BBI,D,1478.0,614.0
AI0077,VTCIG,DEL,BBI,D,3145.0,369.0
AI0077,VTCIM,DEL,BBI,D,628.0,173.0
AI0077,VTCIO,DEL,BBI,D,190.0,295.0
AI0077,VTCIQ,DEL,BBI,D,522.0,255.0
AI0077,VTESL,DEL,BBI,D,2033.0,237.0
AI0077,VTEXG,DEL,BBI,D,0.0,0.0
AI0077,VTEXH,DEL,BBI,D,758.0,412.0
AI0077,VTEXI,DEL,BBI,D,2051.0,918.0
AI0077,VTEXM,DEL,BBI,D,532.0,256.0
AI0077,VTEXO,DEL,BBI,D,4375.0,172.0
AI0077,VTEXP,DEL,BBI,D,1081.0,341.0
AI0077,VTEXS,DEL,BBI,D,677.0,257.0
AI0077,VTEXT,DEL,BBI,D,2139.0,736.0
AI0077,VTEXU,DEL,BBI,D,2660.0,224.0
AI0077,VTPPG,DEL,BBI,D,325.0,383.0
AI0077,VTPPI,DEL,BBI,D,5001.0,0.0
AI0077,VTSCH,DEL,BBI,D,0.0,0.0
AI0078,VTCIE,BBI,DEL,D,8.0,0.0
AI0078,VTCIF,BBI,DEL,D,0.0,0.0
AI0078,VTCIG,BBI,DEL,D,36.0,0.0
AI0078,VTCIM,BBI,DEL,D,3.0,0.0
AI0078,VTCIO,BBI,DEL,D,9.0,0.0
AI0078,VTCIQ,BBI,DEL,D,4.0,0.0
AI0078,VTESL,BBI,DEL,D,13.0,0.0
AI0078,VTEXG,BBI,DEL,D,0.0,361.0
AI0078,VTEXH,BBI,DEL,D,3.0,0.0
AI0078,VTEXI,BBI,DEL,D,7.0,0.0
AI0078,VTEXM,BBI,DEL,D,2.0,0.0
AI0078,VTEXO,BBI,DEL,D,0.0,0.0
AI0078,VTEXP,BBI,DEL,D,103.0,0.0
AI0078,VTEXS,BBI,DEL,D,0.0,0.0
AI0078,VTEXT,BBI,DEL,D,3.0,0.0
AI0078,VTEXU,BBI,DEL,D,0.0,0.0
AI0078,VTPPG,BBI,DEL,D,1.0,0.0
AI0078,VTPPI,BBI,DEL,D,3.0,0.0
AI0078,VTSCH,BBI,DEL,D,0.0,0.0
AI0083,VTCID,BOM,GOI,D,0.0,0.0
AI0083,VTCIE,BOM,GOI,D,0.0,0.0
AI0083,VTCIF,BOM,GOI,D,0.0,0.0
AI0083,VTCIM,BOM,GOI,D,0.0,0.0
AI0083,VTCIN,BOM,GOI,D,0.0,0.0
AI0083,VTEXH,BOM,GOI,D,0.0,0.0
AI0083,VTEXJ,BOM,GOI,D,0.0,0.0
AI0083,VTEXK,BOM,GOI,D,0.0,0.0
AI0083,VTEXL,BOM,GOI,D,0.0,0.0
AI0083,VTEXO,BOM,GOI,D,0.0,0.0
AI0083,VTEXQ,BOM,GOI,D,0.0,0.0
AI0083,VTEXS,BOM,GOI,D,0.0,0.0
AI0083,VTEXV,BOM,GOI,D,0.0,0.0
AI0083,VTPPF,BOM,GOI,D,0.0,0.0
AI0083,VTPPM,BOM,GOI,D,0.0,0.0
AI0084,VTCID,GOI,BOM,D,0.0,0.0
AI0084,VTCIE,GOI,BOM,D,0.0,0.0
AI0084,VTCIM,GOI,BOM,D,0.0,0.0
AI0084,VTCIN,GOI,BOM,D,0.0,0.0
AI0084,VTCIO,GOI,BOM,D,0.0,0.0
AI0084,VTCIQ,GOI,BOM,D,0.0,0.0
AI0084,VTEXG,GOI,BOM,D,0.0,0.0
AI0084,VTEXI,GOI,BOM,D,0.0,0.0
AI0084,VTEXJ,GOI,BOM,D,0.0,0.0
AI0084,VTEXM,GOI,BOM,D,0.0,0.0
AI0084,VTEXN,GOI,BOM,D,0.0,0.0
AI0084,VTEXP,GOI,BOM,D,0.0,0.0
AI0084,VTEXQ,GOI,BOM,D,0.0,0.0
AI0084,VTEXS,GOI,BOM,D,0.0,0.0
AI0084,VTEXV,GOI,BOM,D,0.0,0.0
AI0084,VTPPH,GOI,BOM,D,0.0,0.0
AI0084,VTSCK,GOI,BOM,D,0.0,0.0
AI0087,VTCID,BLR,DEL,D,1018.0,0.0
AI0087,VTEDF,BLR,DEL,D,2915.0,0.0
AI0087,VTEXI,BLR,DEL,D,296.0,0.0
AI0087,VTEXJ,BLR,DEL,D,489.0,0.0
AI0088,VTCIO,DEL,BLR,D,686.0,0.0
AI0088,VTEDF,DEL,BLR,D,1436.0,0.0
AI0088,VTEXM,DEL,BLR,D,0.0,0.0
AI0088,VTEXT,DEL,BLR,D,1047.0,0.0
AI0091,VTCIO,BOM,AMD,D,0.0,0.0
AI0091,VTEXQ,BOM,AMD,D,0.0,0.0
AI0091,VTPPB,BOM,AMD,D,0.0,0.0
AI0091,VTPPD,BOM,AMD,D,311.0,0.0
AI0091,VTPPF,BOM,AMD,D,0.0,0.0
AI0091,VTPPG,BOM,AMD,D,0.0,0.0
AI0091,VTPPH,BOM,AMD,D,0.0,0.0
AI0091,VTPPI,BOM,AMD,D,0.0,0.0
AI0091,VTPPJ,BOM,AMD,D,0.0,0.0
AI0091,VTPPM,BOM,AMD,D,106.0,0.0
